RUN	CDCInvAdj.CDCInvAdjustment	cdcinvadjustment	1699000946290	 	3.9.5
USER	Initial Scenario	START	1699000951946
REQUEST		GET CDC quantity from VTS	1699000951922	1699000952547	OK	 
REQUEST		GET CDC quantity from VTS Redirect 1	1699000952571	1699000952863	OK	 
USER	Initial Scenario	END	1699000953033
USER	CDC Inv Adjustment	START	1699000953773
REQUEST		request testing	1699000954688	1699000954688	OK	 
REQUEST		request testing	1699000954994	1699000954994	OK	 
REQUEST		request testing	1699000955287	1699000955287	OK	 
REQUEST		request testing	1699000955579	1699000955579	OK	 
REQUEST		request testing	1699000956256	1699000956256	OK	 
REQUEST		request testing	1699000956548	1699000956548	OK	 
REQUEST		request testing	1699000956841	1699000956841	OK	 
REQUEST		request testing	1699000957132	1699000957132	OK	 
REQUEST		request testing	1699000957425	1699000957425	OK	 
REQUEST		request testing	1699000957717	1699000957717	OK	 
REQUEST		request testing	1699000958008	1699000958008	OK	 
REQUEST		request testing	1699000958299	1699000958299	OK	 
REQUEST		request testing	1699000958591	1699000958591	OK	 
REQUEST		request testing	1699000958883	1699000958883	OK	 
REQUEST		request testing	1699000959174	1699000959174	OK	 
REQUEST		request testing	1699000959466	1699000959466	OK	 
REQUEST		request testing	1699000959758	1699000959758	OK	 
REQUEST		request testing	1699000960050	1699000960050	OK	 
REQUEST		request testing	1699000960343	1699000960343	OK	 
REQUEST		request testing	1699000960637	1699000960637	OK	 
REQUEST		request testing	1699000960928	1699000960928	OK	 
REQUEST		request testing	1699000961221	1699000961221	OK	 
REQUEST		request testing	1699000961512	1699000961512	OK	 
REQUEST		request testing	1699000961803	1699000961803	OK	 
REQUEST		request testing	1699000962095	1699000962095	OK	 
REQUEST		request testing	1699000962385	1699000962385	OK	 
REQUEST		request testing	1699000962675	1699000962675	OK	 
REQUEST		request testing	1699000962966	1699000962966	OK	 
REQUEST		request testing	1699000963257	1699000963257	OK	 
REQUEST		request testing	1699000963548	1699000963548	OK	 
REQUEST		request testing	1699000963839	1699000963839	OK	 
REQUEST		request testing	1699000964129	1699000964129	OK	 
REQUEST		request testing	1699000964420	1699000964420	OK	 
REQUEST		request testing	1699000964710	1699000964710	OK	 
REQUEST		request testing	1699000965000	1699000965000	OK	 
REQUEST		request testing	1699000965291	1699000965291	OK	 
REQUEST		request testing	1699000965582	1699000965582	OK	 
REQUEST		request testing	1699000965873	1699000965873	OK	 
REQUEST		request testing	1699000966165	1699000966165	OK	 
REQUEST		request testing	1699000966457	1699000966457	OK	 
REQUEST		request testing	1699000966748	1699000966748	OK	 
REQUEST		request testing	1699000967038	1699000967038	OK	 
REQUEST		request testing	1699000967329	1699000967329	OK	 
REQUEST		request testing	1699000967620	1699000967620	OK	 
REQUEST		request testing	1699000967910	1699000967910	OK	 
REQUEST		request testing	1699000968202	1699000968202	OK	 
REQUEST		request testing	1699000968496	1699000968496	OK	 
REQUEST		request testing	1699000968786	1699000968786	OK	 
REQUEST		request testing	1699000969076	1699000969076	OK	 
REQUEST		request testing	1699000969366	1699000969366	OK	 
REQUEST		request testing	1699000969656	1699000969656	OK	 
REQUEST		request testing	1699000969947	1699000969947	OK	 
REQUEST		request testing	1699000970238	1699000970238	OK	 
REQUEST		request testing	1699000970528	1699000970528	OK	 
REQUEST		request testing	1699000970819	1699000970819	OK	 
REQUEST		request testing	1699000971110	1699000971110	OK	 
REQUEST		request testing	1699000971401	1699000971401	OK	 
REQUEST		request testing	1699000971692	1699000971692	OK	 
REQUEST		request testing	1699000971982	1699000971982	OK	 
REQUEST		request testing	1699000972275	1699000972275	OK	 
REQUEST		request testing	1699000972565	1699000972565	OK	 
REQUEST		request testing	1699000972857	1699000972857	OK	 
REQUEST		request testing	1699000973148	1699000973148	OK	 
REQUEST		request testing	1699000973438	1699000973438	OK	 
REQUEST		request testing	1699000973729	1699000973729	OK	 
REQUEST		request testing	1699000974020	1699000974020	OK	 
REQUEST		request testing	1699000974312	1699000974312	OK	 
REQUEST		request testing	1699000974608	1699000974608	OK	 
REQUEST		request testing	1699000974899	1699000974899	OK	 
REQUEST		request testing	1699000975190	1699000975190	OK	 
REQUEST		request testing	1699000975481	1699000975481	OK	 
REQUEST		request testing	1699000975772	1699000975772	OK	 
REQUEST		request testing	1699000976064	1699000976064	OK	 
REQUEST		request testing	1699000976355	1699000976355	OK	 
REQUEST		request testing	1699000976647	1699000976647	OK	 
REQUEST		request testing	1699000976938	1699000976938	OK	 
REQUEST		request testing	1699000977229	1699000977229	OK	 
REQUEST		request testing	1699000977520	1699000977520	OK	 
REQUEST		request testing	1699000977812	1699000977812	OK	 
REQUEST		request testing	1699000978103	1699000978103	OK	 
REQUEST		request testing	1699000978394	1699000978394	OK	 
REQUEST		request testing	1699000978684	1699000978684	OK	 
REQUEST		request testing	1699000978975	1699000978975	OK	 
REQUEST		request testing	1699000979265	1699000979265	OK	 
REQUEST		request testing	1699000979556	1699000979556	OK	 
REQUEST		request testing	1699000979847	1699000979847	OK	 
REQUEST		request testing	1699000980138	1699000980138	OK	 
REQUEST		request testing	1699000980429	1699000980429	OK	 
REQUEST		request testing	1699000980720	1699000980720	OK	 
REQUEST		request testing	1699000981010	1699000981010	OK	 
REQUEST		request testing	1699000981301	1699000981301	OK	 
REQUEST		request testing	1699000981592	1699000981592	OK	 
REQUEST		request testing	1699000981921	1699000981921	OK	 
REQUEST		request testing	1699000982212	1699000982212	OK	 
REQUEST		request testing	1699000982503	1699000982503	OK	 
REQUEST		request testing	1699000982801	1699000982801	OK	 
REQUEST		request testing	1699000983092	1699000983092	OK	 
REQUEST		request testing	1699000983385	1699000983385	OK	 
REQUEST		request testing	1699000983676	1699000983676	OK	 
REQUEST		request testing	1699000983967	1699000983967	OK	 
REQUEST		request testing	1699000984258	1699000984258	OK	 
REQUEST		request testing	1699000984548	1699000984548	OK	 
REQUEST		request testing	1699000984839	1699000984839	OK	 
REQUEST		request testing	1699000985129	1699000985129	OK	 
REQUEST		request testing	1699000985421	1699000985421	OK	 
REQUEST		request testing	1699000985714	1699000985714	OK	 
REQUEST		request testing	1699000986006	1699000986006	OK	 
REQUEST		request testing	1699000986300	1699000986300	OK	 
REQUEST		request testing	1699000986591	1699000986591	OK	 
REQUEST		request testing	1699000986882	1699000986882	OK	 
REQUEST		request testing	1699000987172	1699000987172	OK	 
REQUEST		request testing	1699000987465	1699000987465	OK	 
REQUEST		request testing	1699000987755	1699000987755	OK	 
REQUEST		request testing	1699000988045	1699000988045	OK	 
REQUEST		request testing	1699000988335	1699000988335	OK	 
REQUEST		request testing	1699000988625	1699000988625	OK	 
REQUEST		request testing	1699000988916	1699000988916	OK	 
REQUEST		request testing	1699000989207	1699000989207	OK	 
REQUEST		request testing	1699000989497	1699000989497	OK	 
REQUEST		request testing	1699000989789	1699000989789	OK	 
REQUEST		request testing	1699000990079	1699000990079	OK	 
REQUEST		request testing	1699000990369	1699000990369	OK	 
REQUEST		request testing	1699000990658	1699000990658	OK	 
REQUEST		request testing	1699000990948	1699000990948	OK	 
REQUEST		request testing	1699000991239	1699000991239	OK	 
REQUEST		request testing	1699000991530	1699000991530	OK	 
REQUEST		request testing	1699000991821	1699000991821	OK	 
REQUEST		request testing	1699000992112	1699000992112	OK	 
REQUEST		request testing	1699000992404	1699000992404	OK	 
REQUEST		request testing	1699000992696	1699000992696	OK	 
REQUEST		request testing	1699000992987	1699000992987	OK	 
REQUEST		request testing	1699000993278	1699000993278	OK	 
REQUEST		request testing	1699000993569	1699000993569	OK	 
REQUEST		request testing	1699000993860	1699000993860	OK	 
REQUEST		request testing	1699000994151	1699000994151	OK	 
REQUEST		request testing	1699000994442	1699000994442	OK	 
REQUEST		request testing	1699000994744	1699000994744	OK	 
REQUEST		request testing	1699000995036	1699000995036	OK	 
REQUEST		request testing	1699000995327	1699000995327	OK	 
REQUEST		request testing	1699000995621	1699000995621	OK	 
REQUEST		request testing	1699000995912	1699000995912	OK	 
REQUEST		request testing	1699000996203	1699000996203	OK	 
REQUEST		request testing	1699000996494	1699000996494	OK	 
REQUEST		request testing	1699000996784	1699000996784	OK	 
REQUEST		request testing	1699000997076	1699000997076	OK	 
REQUEST		request testing	1699000997367	1699000997367	OK	 
REQUEST		request testing	1699000997657	1699000997657	OK	 
REQUEST		request testing	1699000997949	1699000997949	OK	 
REQUEST		request testing	1699000998240	1699000998240	OK	 
REQUEST		request testing	1699000998530	1699000998530	OK	 
REQUEST		request testing	1699000998822	1699000998822	OK	 
REQUEST		request testing	1699000999113	1699000999113	OK	 
REQUEST		request testing	1699000999404	1699000999404	OK	 
REQUEST		request testing	1699000999694	1699000999694	OK	 
REQUEST		request testing	1699000999985	1699000999985	OK	 
REQUEST		request testing	1699001000283	1699001000283	OK	 
REQUEST		request testing	1699001000574	1699001000574	OK	 
REQUEST		request testing	1699001000866	1699001000866	OK	 
REQUEST		request testing	1699001001156	1699001001156	OK	 
REQUEST		request testing	1699001001447	1699001001447	OK	 
REQUEST		request testing	1699001001768	1699001001768	OK	 
REQUEST		request testing	1699001002063	1699001002063	OK	 
REQUEST		request testing	1699001002354	1699001002354	OK	 
REQUEST		request testing	1699001002645	1699001002645	OK	 
REQUEST		request testing	1699001002936	1699001002936	OK	 
REQUEST		request testing	1699001003227	1699001003227	OK	 
REQUEST		request testing	1699001003520	1699001003520	OK	 
REQUEST		request testing	1699001003810	1699001003810	OK	 
REQUEST		request testing	1699001004101	1699001004101	OK	 
REQUEST		request testing	1699001004392	1699001004392	OK	 
REQUEST		request testing	1699001004683	1699001004683	OK	 
REQUEST		request testing	1699001004975	1699001004975	OK	 
REQUEST		request testing	1699001005267	1699001005267	OK	 
REQUEST		request testing	1699001005558	1699001005558	OK	 
REQUEST		request testing	1699001005849	1699001005849	OK	 
REQUEST		request testing	1699001006139	1699001006139	OK	 
REQUEST		request testing	1699001006429	1699001006429	OK	 
REQUEST		request testing	1699001006721	1699001006721	OK	 
REQUEST		request testing	1699001007012	1699001007012	OK	 
REQUEST		request testing	1699001007303	1699001007303	OK	 
REQUEST		request testing	1699001007594	1699001007594	OK	 
